tweet_text,emotion,sentiment
Bellissima azione e bellissimo goal di @ECavaniOfficial.... @RealPiccinini anche stavolta ha eiaculato,joy,positive
@RInfascelli @OfficialRadja io sono felice per aver inchiappettato l'inda. per lui un po mi dispiace anche se chiaramente ste cose se le va a cercare.,sadness,negative
@kkoulibaly26 Grande Kalidou. Siate Fieri del Vostro Mondiale. Forza Napoli Sempre,joy,positive
"Questa partita è stata la conferma che, Ronaldo compreso, anche nelle partite che possiamo giocare letteralmente con i piedi e la testa a casa, abbiamo bisogno del nostro gioiello. 
Ti amiamo, non dimenticarlo mai. 
@PauDybala_JR  ???
@juventusfc #YBJUVE",joy,positive
#TeamCroatia .... @lukamodric10 è stato semplicemente monumentale,joy,positive
@Evra @juventusfc @paulpogba Io lo farei ambasciatore della Juve nel mondo. Troppo forte,sadness,positive
@ValonBera @Laragut da ieri sposi. Incanto e felicità in una foto! Auguri! https://t.co/7q4y4REze9,joy,positive
@G_Higuain se devi remare contro perché non vuoi più rimanere al @acmilan Vatteneeee faremo sicuramente meglio senza di te!!!!Sei IMBARAZZANTEEEE,joy,positive
@MariaGo74986288 @Cuadrado Grande panita J?U?A?N?I?T?O !?????????Cuore Bianconero???,joy,positive
"@TotoAzzurro @G1Abate @sscnapoli @ADeLaurentiis @MrAncelotti @Lor_Insigne Koulibaly neo gradi è proprio dietro Insigne.
Anche se come capitano per me è perfetto già adesso per attaccamento, carisma e leadership. Al di là di questo polverone.",sadness,positive
"Tanti auguri a questo papá stupendo, campione indiscusso dentro e soprattutto fuori dal campo. Felìz cumple @jamesdrodriguez , te quiero mucho? https://t.co/QPEx4TBhNa",joy,positive
"@AlvaroMorata Auguri di cuore, questa é la doppietta più importante che potessi fare nella partita della vita! Auguri Campione! #Morata https://t.co/ENgm7Mf6H3",joy,positive
"@fmarchetti22 @GenoaCFC @SerieA_TIM Bravo Fede, dimostrazione di grande unità! Forza ragazzi, avanti così!",joy,positive
"Da odio nasce amore.
Com'è possibile? Io prima, non so perché, odiavo Immobile, mi stava proprio antipatico.
Ora lo adoro e bho, non mi delude mai.?
@ciroimmobile",sadness,negative
"«Ridigli in faccia al tempo quando passa per favore 
E ricordiamoglielo al mondo chi eravamo e che potremmo ritornare»
Feliz cumple, Pipa
Poche, semplici parole, ma che sono in grado di esprimere la bellezza di questo rapporto tanto speciale.
Sempre uniti. Loro.?
@PauDybala_JR https://t.co/tJIJbxd9SI",joy,positive
@douglascosta Dougy e noi siamo felicissimi che tu sia arrivato! ??,joy,positive
@MauroIcardi fortuna che sei rimasto a casa sennò ti avrebbero usato come capro espiatorio. continua a fare quello che ti riesce meglio in vacanza #amala @wandaicardi,anger,negative
"@Alissonbecker Rimani,dai almeno per un anno.Con te su può sognare https://t.co/ZY8810EmwS",joy,positive
@LichtsteinerSte Ste era meglio giocare oggi a #VillarPerosa fidati...,sadness,positive
"@Gazzetta_it Veramente il @sscnapoli è furibondo, perché ha preso il video di diversi minuti girato in diretta da @douglascosta, ha fatto uno screen dei pochi secondi in cui le bare sono state riprese e l'ha postato.
Voi, in cerca di lettori gli date corda.
Ma io, con il cazzo che vi leggo.",anger,negative
@sscnapoli @selecaoportugal @FIFAWorldCup @Uruguay @ECavaniOfficial Tabarez merita la vittoria di questo mondiale!,joy,positive
Siiiiiiiiiii!!!!!! @Cristiano è della Juve!!!!! Adesso zitti tutti e abbassate la testa!!!!,anger,negative
"@leonsfdo Dopo la cessione di @Alissonbecker è pregato di non deludere la piazza dei tifosi giallorossi !! Non lo dico tanto per me DS della @OfficialASRoma , ma per evitare che i tifosi rompino le balls a @aleaus81 @ValentinaCatoni o @DanieleLoMonaco ... Grazie !!",anger,negative
@MarcusRashford Ahahahahhaha?????????????????????????????tooooooo fit @MarcusRashford,joy,positive
#SeArrivaCR7 Sono disposto a comprarmi due magliette di @Cristiano! @juventusfc tieni conto di questo mio sforzo nel tuo bilancio e portaci quelluomo a Torino. #nonsuccede #juve #cr7 #jorgemendes,sadness,positive
"Luky Luciano sbarca in Inghilterra con l'intento di conquistare la @premierleague e soprattutto i tifosi del @FulhamFC 
I #Cottagers hanno effettuato un grande acquisto , @LucianoVietto è un attaccante che mi è sempre piaciuto e spero possa mostrare il suo valore https://t.co/PqcBRjuKgb",joy,positive
@davidforte09 @OfficialSSLazio @supersonico1986 @Acerbi_Fra Almeno non perde tempo come te a insultare sotti i post di una squadra che non ti riguarda. Complimenti per la sportività eh ?,anger,negative
@21LVA Il tuo bambino??questa è la vittoria più bella!!????? piccolo lottatore??,joy,positive
".@MisterDiFra: ""La partita? Devo fare alcune valutazioni sui giocatori, certi vengono da piccoli infortuni e abbiamo avuto impegni ravvicinati. Sono stato molto contento della prestazione di @D_10Perotti, lo valuterò. Anche @OfficialEl92 è guarito"" #ParmaRoma",sadness,positive
"@ECavaniOfficial  dai, dai matador, il piacere di giocare @sscnapoli  val bene una messa.",joy,positive
@ECavaniOfficial  TORNA A NAPOLI... ANCHE SE AVRAI QUALCHE SOLDO IN MENO IN TASCA ... GUADAGNERAI I SORRISI DI CHI TI AMA...!!!! TI ASPETTIAMO EDY..!!!!,joy,negative
"potrebbe partire Denis Suarez tra i titolari, al posto di uno fra @Carlesale10 e @Munirhaddadi. ma questa squadra è assolutamente competitiva. https://t.co/sH07U6RM0E",joy,positive
"@AlvaroMorata @HUGOBOSS Segna per noi, Alvaro Morata! ????????",joy,positive
"@CNardone95 @IlarioDiGiovamb @OfficialRadja @Inter @RadioRadioWeb Puo sempre migliorare difensivamente.E' giovane. E considera che in Europa le big,tipo il real, hanno terzini che difensivamente sono carenti.",sadness,negative
"@OriolRomeu @SouthamptonFC Sei un gran bel centrocampista...sono anni che lo penso, grinta, qualità ed intelligenza !! ???",joy,positive
"@Cristiano la Juve epassione, e con te ne avremo tanta tanta in più !! Perché tu sei passione allo stato puro!!! Forza Cristiano infondi questa passione hai nostri bambini per un calcio puro e bello in Italia!!! Grazie !!! https://t.co/XlFjzg1e3r",joy,positive
@OfficialRadja quanto mi rode che sei andato via.. la maglia della ROMA ce l'hai stampata sulla pelle.. e nessuno te la puo togliere ! sempre forza ROMA..questa citta ti manchera'!!,sadness,negative
"@PauDybala_JR sei il mio gioiello, love u so much??",joy,positive
""" Ti mando un vocale di 7 minuti soltanto per dirti quanto sono felice ! "" ... @Cristiano ? #CR7allaJuve",joy,positive
"@_Leo_1908_ @SkySport @OfficialRadja @GiorgiaCenni9 vi auguro di godervelo, noi ce lo siamo goduti",joy,positive
"@StefaniaC11 @PReina25 Che se ne dica due rinforzi di qualità per migliorare la panchina, bene cosi!",sadness,positive
Da sportivo faccio i complimenti alla @juventusfc per l'acquisto di @Cristiano.,joy,positive
@OfficialRadja CANTA L'INNO DELL'INTER .......PURE TE COME TUTTI !!!,joy,positive
@GDeluca7 @PReina25 Ja pe fa o serio o tenessem ankor a napoli .e un leader gioca bene con i piedi e ogni tant para pure .xke un grande portiere e quello che para le poke okkasioni che la propria difesa concede.quindi deve parare poko far giocare di più la propria squadra in sicurezza e Reina lo fa,joy,positive
@Carlofinancial @MarcoVerce95 @AntoGriezmann #EXCLUSIV delight Juventus prima offerta rifiutata. Resta il preferito nella lista dei dirigenti bianconeri. Good luck,joy,positive
"Io la offrirei a @SimoneZaza ? 
Ti si vuole bene Simò ?
#ToroJuve #DerbyDellaMole https://t.co/n1vlkBMb9X",joy,positive
@kkoulibaly26 Grande Kulidu in difesa manchi sempre di più!!!,joy,negative
@kkoulibaly26 Da tifoso della Juve provo grande rispetto per te. Con parole come queste dimostri di uscire a testa alta e da vincente.,joy,positive
@juventusfc @Cristiano Complimenti grande società ottimo lavoro ottimo acquisto bravi!!,joy,positive
@Cuadrado @juventusfc Hola Juan grazie per tutto!!!! Sei un grande ???? https://t.co/69wE452CUi,joy,positive
Della serie se non puoi sconfiggerlo lo compri! #CR7AllaJuventus #finoallafine @Cristiano @juventusfc @piopz @piopz @andrea_rivolta,anger,negative
"@MuseeLouvre @equipedefrance @FrenchTeam @FIFAWorldCup @fifaworldcup_fr @AntoGriezmann @FFF @paulpogba @samumtiti @raphaelvarane Fra tutte le opere bellissime di artisti francesi andate a scegliere quella di un artista italiano(si lo sappiamo che lha venduta al re di francia e bla bla bla), ma tutto bene?",sadness,positive
È già atterrato a Caselle!!!! Incredibile... abbiamo preso @Cristiano !!! #pazzesco #fenomeno #idolo https://t.co/uRQYmqvZGj,anger,negative
@Matteoceck1987 @AnelliMassimo @juventusfc @Cristiano Una rima meravigliosaaaa,joy,positive
@jeschiralli @MauroIcardi grazie Capitano!! Noi sempre con te!!,joy,positive
@kkoulibaly26 Sei il migliore,joy,positive
"@CozzolinoSalvo @Cristiano Guardi se @juventusfc dovesse davvero acquistare @Cristiano sarebbe una notizia enorme per tutto il calcio italiano, con il nostro campionato che ritroverebbe le prime pagine in tutto il mondo. Di una operazione così sarei quindi certamente contento, che lei ci creda o no.",joy,positive
@leonsfdo @OfficialASRoma complimenti per la cessione Di @OfficialRadja ...davvero complimenti...siete davvero bravi!!!!,joy,positive
TORNA @paulpogba !!!!!!!!!! io e @PauDybala_JR ti aspettiamo!!!!!!!!,joy,positive
@SabrinaBelalmi @Everton @EITC @SchneiderlinMo4 @IGanaGueye @EFC_FansForum @nsno @EvertonNewsFeed @EvertonBlueArmy @EFCFeelinBlue merci Sabrina !!!!! :-),joy,positive
@pizzigo Sono daccordo. Anche @thibautcourtois ad oggi miglior portiere dei mondiali: stasera STRATOSFERICO.,joy,negative
Grazie mille per tutto @Alissonbecker sei grande portiere e soprattutto grande uomo! Sempre forza Roma!,joy,positive
"@Mikyss78 @gobboveroefiero @kkoulibaly26 @douglascosta Un altro vincitore morale del premio Moralista dell'anno 2018.
Complimenti @anto_capuano.",joy,positive
"@MarioMandzukic9 e @marko_pjaca20 siete fantastici, congratulazioni ed in bocca al lupo per la #Finale del #WorldCupRussia2018 ,  portate il trofeo a #hrvatska (ed a Torino :-) ). elim vam (i vau mom?ad @HNS_CFF ;-) )  mnogu srecu ;-)  #CROENG #vatreni #croatia #hns",joy,positive
"@kingdeltwtpart @feliceromano3 @kkoulibaly26 Ti seguo volentieri, personalmente i cori, con in casa un bimbo 2enne che sbatteva la qualunque per terra, li ho sentiti dal primo minuto. KK è un professionista che avrà sentito i cori in altri 200 stadi, non doveva reagire così. Avrebbe potuto reagire da eroe a fine partita.",sadness,negative
"@Luca55477154 @MedhiBenatia Eccelle nel suo mestiere , una perla rara?
Spero che resti con noi .....?",joy,positive
"@effecibi @simobor81 @SkySport @Cristiano @AAlciato @juventusfc senti, io fino al 2005 ero tipo da fare i complimenti per i meriti altrui.
dopo Istanbul, ho smesso e tifo sempre per l'avversario di alcune squadre italiane nelle coppe.
L'unica squadra degna di complimenti, che non ha vinto la CL nell'ultimo periodo è l'Atletico Madrid.",anger,positive
@Sorrentino Grandissime parate anche stasera!!!! GRAZIE!!!!!!!!!!!!!!!!!!!!,joy,positive
"@NonEvoluto @andrevsilva19 @MBaye9Niang 20 MLN per Niang, per me, è stata l'operazione migliore che abbiamo fatto, alla pari con gli acquisti di calha e kessie",joy,positive
Attenzione. Non é una gara a chi ci crede di più! Ma solo il tentativo di essere piu' neutrali ed onesti possibili. E sul tema @Cristiano c'è grande professionalità tra tutti i colleghi italiani. https://t.co/R24aKLhmN7,joy,positive
"comunque....chi tene paura nun se cocca che femmene belle....
e PSG e Liverpool sono bellissime !!!!!
@gloriapoch72 @luciopengue @ECavaniOfficial @AminYounes11 @arekmilik9 @D_Ospina1",joy,positive
@kkoulibaly26 Ti voglio bene come un fratello !!!,joy,positive
"@simoneverdioff @dries_mertens14 Li segnerai anche tu , di più belli",joy,positive
"#SuperMario #Manduki? sei grande .@MarioMandzukic9 
#CroatiavsEngland #mm17 #RUSSIA_2018 #WorldCup 
supporto #CRO 
#JuveWorldCup ?? https://t.co/dEbqs7vuae",joy,positive
@XS_11official Gran goal bravo bravo bravo....... Il ragazzo con @LFC non poteva avere un esordio migliore. https://t.co/FE84PLx2O1,joy,positive
"@Gaara980 @tiburtino78 @annatrieste @D_Ospina1 @ADeLaurentiis @MrAncelotti Non abbiamo vinto niente verissino, ma quando accendevo la tv la domenica era una gioia, vedevo i movimenti di una squadra diventati perfezione e soprattutto gli avversari tremare. Me la sono goduta per tre lunghi anni e per questo gliene sarò sempre grato. Sarri numero uno!",joy,positive
@Cristiano Grazie !,joy,positive
Quel frère bordel te amo @lukamodric10 https://t.co/2Rk7sZ2mpl,joy,positive
@IacovoneDaniele @leonsfdo @OfficialASRoma @OfficialRadja Aggiungo anche che in certe partite (= Juve) a Daniele de abbracciá e sorride ai nemici non crea problemi. A me sì. A @OfficialRadja pure. Lo amavo anche per questo.,joy,positive
@sscnapoli @selecaoportugal @FIFAWorldCup @Uruguay @ECavaniOfficial Riportiamolo subito a Napoli!!!!,anger,positive
"@LTapparella @MuseeLouvre @equipedefrance @FrenchTeam @FIFAWorldCup @fifaworldcup_fr @AntoGriezmann @FFF @paulpogba @samumtiti @raphaelvarane Punto primo io non ho detto che i francesi l'hanno rubata.
Punto secondo non ho nemmeno detto che debbano restituircela.
Io ho solo detto che La Gioconda è un' opera italiana, realizzata da un Italiano e che anche la musa ispiratrice era italiana.",anger,negative
"@de60e2e3ecf646a @f_gallo @ADeLaurentiis @ECavaniOfficial Certo, perché tu hai visto vincere qualcosa. Ora vuoi goderti sti giocatori da 4 soldi. Ora pure noi vorremmo vedere vincere qualcosa di più importante. Quindi, accontentatevi voi!",joy,positive
@MedhiBenatia Sarò sempre con te non mollare mai !!! Sei il più forte il resto .. raccomandazioni ormai la penso così.. non mollare e resta con noi ! ??????,joy,positive
@LFC @VirgilvDijk @trentaa98 @officialpes I love this sjsjsjsjjsjsjsjsjsjs,joy,positive
@Inter @vecino @Rafinha @DanielePadelli @MauroIcardi È tutto bellissimo!,joy,positive
"Spero che Shabablek rimarrà oggi vogliamo registrare i numeri e mantenere in vigore

Ti amo da impazzire.
@gianluigibuffon",joy,positive
@kkoulibaly26 non essere dispiaciuto che tu sia il migliore,joy,positive
"@kingarturo23 ?????Amoriiiiiiiiiiiii ? Siete meravigliosi Arturo, e Emiliano è dolcissimo e bellissimo ??????????????????Tanti baci a voi ????",joy,positive
@MATUIDIBlaise Grande Blaise ... Auguroni anche a te e alla famiglia,joy,positive
@mattia_desci Hai fatto una bella prestazione bravo mattia,joy,positive
"@OfficialRadja @OrangeBENL @OrangeBEFR Si zi vabbè lattaccamento e tutto, peró è arrivato il momento di cambiare lo sfondo del profilo! #amala #InterIsHere",joy,positive
"Le lacune e in generale la lentezza nel costruire il gioco, restano...contenta solo per i 3 punti e soprattutto per il Pipita ?? La sofferenza nel finale contro una squadra di bassa classifica non la tollero nè ora nè mai e ancora una volta super @gigiodonna1 #Higuain #MilanSpal",sadness,negative
@marko_pjaca20 Forza @marko_pjaca20 ti aspettiamo alla @juventusfc più forte di prima!!!,joy,positive
@joaome17 Resta e dimostra il tuo vero valore .....io e tanti cm me credono in te!!!,joy,positive
"@_Morik92_ @chiellini @gianluigibuffon @MarioMandzukic9 Tutto meritato, il nostro capitano è il ??... Buon Anno Mirko ??",joy,positive
"@PinoMeazza @vecino sono positiva, josé mi ha fatto il favore di passarglielo. aspettiamo ora ahahahaha",joy,positive
Oggi essere Juventini è ancora più bello. Welcome @Cristiano ?? https://t.co/TlioX5HmkI,joy,positive
@mikelelomb @Paolo_Bargiggia @Majinbu78 @SoloCristy @Mirko799 @22CaniSciolti @RobertoRenga @G_Higuain @Cristiano @tuttosport @MomblanOfficial Io apprezzo sempre chi lavora con serietà. Loro lo fanno. In ogni caso complimenti a tutti.,joy,positive
@Alissonbecker Grazie Alisson per le emozioni che ci hai regalato! In bocca al lupo per il Liverpool! Ci mancherai.... Forza Roma!!!! ?,sadness,positive
@PReina25 Grande pepe da tifoso del Napoli ti ringrazio di tutto e avrai sempre la mia stima e affetto,joy,positive
@realvarriale @G_Higuain @sscnapoli @juventusfc Le merde stanno bene con i suoi simili ...ecco la scelte di andare alla #juvemerda,anger,negative
"@MarioMandzukic9 @juventusfc Grande Mario,e grande la tua Croatia !!",joy,positive
"Grazie tante a @elchiringuitotv ma è arrivato il momento del defollow.
Grazie ancora
A presto 
Ci risentiremo per @MarceloM12",joy,positive
@kkoulibaly26 FIERO DI TE ... Kalidù  UNO DI NOI,joy,positive
"@MauroIcardi Maurito ??, il mio capitano. Sei uno dei pochi giocatori che ci tengono alla squadra, sei un grande ????",joy,positive
@zaffos Beh l'altro ieri @SamuCastillejo ha segnato il più bel gol del Milan finora,joy,positive
@OfficialRadja Ciao Ninja!! Sto piangendo. Ti ho voluto bene e vederti prima con la maglia del Piace e poi con quella della Roma è stato bellissimo!!!,sadness,positive
@MarioMandzukic9 Immenso Super Mario sei il nostro fantastico guerriero! ??????????????????Idolo avanti tutta #FinoAllaFine ?,joy,positive
"@neymarjr ti sta bene, sei un bimbo viziato che crede di essere fatto di porcellana",sadness,negative
@LTorreira34 Congratulazioni ?????????,joy,positive
"@PIERPARDO @TeocoliOfficial @OfficialCiro @AmeliaGoalie @giucruciani @barbarabonansea @Pucci32Pucci @CriMilitello @riaantonioy @c_raimondi @OfficialRadja Non so come possa prenderla ma preferisco il @PIERPARDO conduttore al telecronista. Eccellente anche a bordo campo ma in una trasmissione tv si supera: preparato, divertente, one man show!",joy,positive
@Cristiano Buona giornata Gesù vi benedica e vi dia un anno di pace e serenità. Sempre #ForzaJuve #finoallafine,joy,negative
@anomaleo @VarrialeEnrico @realvarriale @kkoulibaly26 @sscnapoli @Lor_Insigne il pagliaccio mi ha bloccato qualche anno fa... grazie per questi aggiornamenti,anger,negative
@Marghi90 @douglascosta ???????? che minchia secca.... Vabbuò io vado.... Divertiti. Non mi tocchi x niente. Anzi.... Mi diverti. Fa piacere che siamo la vostra ossessione. Vai a festeggiare vai. Però senza prendere la corrente ?,anger,negative
"La storia delle plus dell'#Inter è come la corazzata #Potemkin; una cagata pazzesca.
Nel frattempo #Malcom si avvicina a grandi passi, voluto espressamente da #spalletti. E senza obbligo, perché no, anche @Rafinha.
Insomma, inizia il #Mercato.
#ausilio @Inter #InterIsHere #FCIM",joy,negative
@_dajedepunta_ @ale_rasch @Alissonbecker Sicuro! A me piaceva tanto! Poi sono anni che non si vede più! Permetti che pensare di giocare in Italia con pastore e tre punte mi sembra folle?,sadness,negative
@dries_mertens14 @hazardeden10 @RomeluLukaku9 @BelRedDevils Grande Ciro! Sei unico Forza Napoli,joy,positive
@PaoloCond Pienamente daccordo con te @PaoloCond   @AntoGriezmann ha vinto praticamente tutto e anche di più...,joy,positive
@MarcoBenassi15 Sempre bei ricordi.... Buon fine anno... Ché il prossimo sia.migliore x tutti,joy,positive
@PauDybala_JR Buona domenica a te CAMPIONE ?? ??????????????? #MY7H #FinoAllaFine,joy,positive
"Daje @OfficialRadja !!
Noi
noi stiamo bene tra noi
e ci fidiamo di noi
in questo mondo di ladri,
in questo mondo di eroi
non siamo molto importanti
ma puoi venire con NOI!!!",joy,negative
"@attiliofranco @ECavaniOfficial Buongiorno, le speranze non costano nulla",joy,positive
@MauroIcardi complimenti maurito.bel gesto di aspettare lautaro all  aereoporto.#stima,joy,positive
"La classe non si porta solo in campo, si porta soprattutto fuori dal rettangolo di gioco, e @lukamodric10 ne ha da vendere sotto ogni aspetto...!
Congratulazioni CAMPIONE!!!??
#ballondor 
#Modric https://t.co/vqFyB2lbKS",joy,positive
"@22Jaywill @librettireal @moggifake @kkoulibaly26 Sicuramente erano più di 2000, si sentiva benissimo da casa! Erano le 2 curve e, posso ""capire"" il coro del Vesuvio, ma i ""buuu"" ad un giocatore avversario di colore, quando ce ne sono anche nella propria squadra è da dissonanza cognitiva.",anger,negative
"@RomaNelCervello Caro @OfficialRadja,

Certi amori non finiscono 
Fanno dei giri immensi 
E poi ritornano 
Amori indivisibili 
Indissolubili
Inseparabili

Se un giorno capirai che giocare a calcio NON È solo un hobby, a braccia aperte t'accoglierei, fratello giallorosso.

#radjanainggolan #ASRoma",joy,positive
@realvarriale @arekmilik9 @LFC @sscnapoli Questi social dimostrano come questa umanità è misera. Ho tanta pena per tutti voi.,sadness,negative
@LucianoMoggi @juventusfc @chiellini Direttore complimenti. Le auguro le migliori fortune sempre e buone feste.,joy,positive
@10_Smarti @FabioCasalucci @juventusfc @Cristiano Sei stata gentile. Brava. Ci sarebbe rimasto male...,joy,positive
"@andrea___182 @TimoeB08 Menomale ahahah, almeno 2.5 devono cacciarli però",anger,negative
"Sia chiaro che, vista lindegna telenovela di 2 anni fa e il pacco clamoroso che ci ha mollato, lo @Sporting_CP deve scucire fino allultima appiccicosa monetina di rame per quella disgrazia pelata di @joaome17. A costo di tenerlo un anno a fare la sagoma per i cross di Candreva.",anger,negative
@juventusfcen @MATUIDIBlaise Sarebbe il caso di fare i complimenti anche a #Deschamps allenatore del #2006/07,joy,positive
@SilviaR95J @juventusfc @Cristiano Piacere io sono MARIO AGNELLI di Rovigo....,joy,positive
"@PReina25 Ai tifosi milanisti , Reina  è un grande portiere ma soprattutto un grande uomo . Vi abbiamo dato un pezzo del nostro cuore abbiatene cura .",joy,positive
@G_Higuain Buon compleanno... ??? In qualsiasi squadra che giocherai sempre il top ??,joy,positive
@elenamarra18 Milik ha stoppato la palla da fuoriclasse e istintivamente a tirato in porta. Allison ha coperto al meglio lo spazio. Per me non è errore di @arekmilik9 ma paratona di Allison,joy,positive
"@g_Higuain ti auguro un mondo di bene e un augurio di un futuro di successi, per come meriti..sei sempre nei nostri cuori..??????",joy,positive
"Certi amori non finiscono 
Fanno dei giri immensi 
E poi ritornano.. @sscnapoli @ECavaniOfficial #Editorna #ForzaNapoliSempre",joy,positive
"@magarimai @Vivo_e_vegeto @DiegoMontuori @sscnapoli @douglascosta Tu sei assuefatto. I vostri giocatori sono dei bulletti, buffoni, coglioni che sanno di essere intoccabili. Lo sfottò ci sta tutto. Ma voi siete incoerenti. E la società e la squadra che supportate pure.",anger,negative
GRAZIE il resto è scontato per tutto quello che hai fatto @OfficialRadja,joy,positive
"@kkoulibaly26 sei il nostro orgoglio, insieme a te offesi noi tutti! I love you!",joy,negative
"Grazie @Alissonbecker! Grazie di tutto e in bocca al lupo, Grande! #asroma ??",joy,positive
Grazie @GarethBale11 ?,joy,positive
@MarcelloChirico @juventusfc @Cristiano Grazie Marcello per la precisazione. Buon anno !!!,joy,positive
@Cristiano Troppo bella!!!!,joy,positive
Un Campione è un Campione! Happy Birthday @KMbappe,joy,positive
"Voi dite e fate quello che vi pare, ma io a @OfficialRadja gli vorrò sempre bene.",joy,positive
@LichtsteinerSte @juventusfc Grazie Steph rimarrai sempre nel nostro ??,joy,positive
@OfficialRadja Grazie per tutto quello che mi hai fatto provare!???,joy,positive
@J_Mercato @juventusfc @ToniKroos @realmadrid Vai JMercato non ti curar di loro  !!!! poi la piu' grande soddisfazione e' vedere tutti muti quando si avverano le cose !!!! quello non ha prezzo !!!!,joy,negative
@juventusfc @Cristiano Benvenuto in famiglia @Cristiano! #finoallafine #ForzaJuve,joy,positive
"Ho pianto quando sei andato via ma sapevo che non era una scelta di cuore,aspettavo il tuo ritorno e quando è accaduto il mio cuore era pieno d gioia!Oltre le 300 partite,oltre le chiacchiere degli ignoranti e gli stupidi..Oltre tutto e tutti Bonnie uno di noi?? @bonucci_leo19 https://t.co/8Q05w1BCgh",joy,positive
"@effecibi @simobor81 @SkySport @Cristiano @AAlciato @juventusfc Prima, non hai voluto i complimenti per la juve, come unica squadra ad eliminare il Real Madrid e ora, vuoi i complimenti per avere preso CR7 ?
Tipico...
Dopo anni di nulla più assoluto, nuova dirigenza, con un mercato importante, era normale fare esaltare una cosa simile.",anger,negative
@Inter @OfficialRadja @Gazzetta_it la nostra bestia è arrivata!!!,sadness,negative
"@BeneHoewedes @juventusfc Grazie x il tuo indinspensabile utilizzo. 
Te lo meriti tutto",joy,positive
Ciao @MedhiBenatia Il Portogallo è tutto un fuoco d'artificio per te,joy,positive
"@PauDybala_JR e @MarioMandzukic9 in copertura
Fantastici",joy,positive
@llorentefer19 @ClaMarchisio8 @ClaMarchisio8 ti vogliamo bene. Anche a te Nando.,joy,positive
@MPolitano16 @Inter Mattè qua ti si ama tantissimo eh ?? GRANDE!!,joy,positive
"Concentrazione, tenacia, abilità. 
Dima maghrib ?? 
@MedhiBenatia https://t.co/1LFL6dxTnx",joy,positive
@MariSad3 @MarioMandzukic9 @G_Higuain Croazia... senza dubbio!!!!,joy,positive
@AntoGriezmann Da tifoso della Juve ti vorrei a Torino. penso che avresti meritato il pallone d oro sei campione del mondo e sei veramente forte. spero un giorno di poterti vedere in bianco e nero,joy,positive
@MarioMandzukic9 Grazie Mario,joy,positive
@MuseeLouvre @equipedefrance @FrenchTeam @FIFAWorldCup @fifaworldcup_fr @AntoGriezmann @FFF @paulpogba @samumtiti @raphaelvarane Ammazza che bravi visto che siete cosi bravi perché non fate una vostra opera e poi li ci mettete la maglia della francia e ci ridate la gioconda grazie,anger,negative
"@Cristiano sei tu il mio vincitore, il tuo arrivo alla Juve è stato la parte migliore di questo mondiale",joy,positive
"@deatoffees @CommunityCalcio @douglascosta Ti dico un segreto sul valore preciso:
In economia, il valore è il concetto che identifica la quantità di denaro, alla quale un bene o un servizio possono essere scambiati (rispettivamente ceduto ed acquisito dal venditore e dal compratore).",joy,positive
@mattia_desci Matteo hai una grande sicurezza in campo complimenti ???,joy,positive
"@soProud_of_You @DK_bosssss @aemme91 @haguilaflores @DiMarzio @realmadrid @juventusfc @Cristiano @ManUtd_Es https://t.co/LhwqChY6Ir Questa è la relazione di Palazzi (lo stesso che ha condannato la Juve) del 2010 che certifica come anche l'Inter abbia commesso illeciti sportivi, corrotto arbitri, influenzato designazioni ecc. Tutto con trascrizione delle intercettazioni. Buona lettura!",anger,negative
@AleApolloPresti @juventusfc @Cristiano È il giocatore più forte del mondo e sono contenta che abbia scelto noi ma cè comunque quella parte di me che non è convinta del tutto della sua persona ma spero di sbagliarmi!! Vedremo cosa ci riserverà!!,joy,positive
"Io voglio continuare a crederci ... io voglio rivedere quest'immagine  ...
@Inter #RiprendiRafinha 

@Rafinha @Aldous59 @pap1pap @donatocerullo  @PresMoratti @ncorrasco @FBiasin @ReginaBaresi @GiuliaStronati @fralittera @LouFerrignoFCIM @impusino @gialucros https://t.co/OKU307mUUK",joy,positive
"@RosarioMarko @antonio_gaito @D_Ospina1 Bravo, come me fai bene a ricordare lennesimo acquisto di bassa fascia.",joy,positive
"Che bello rivedere il mio amico @Javi_Pastore in Italia... Bentornato #Flaco!

#ASRoma #Roma #LatinaRoma #Palermo #SerieA @SerieA_TIM https://t.co/Dx0cRBfakt",joy,positive
@Teleradiostereo E Bravo @Alissonbecker. Che predica Dio e come Giuda si vende per denaro. Amen.,anger,positive
"@MattiaPerin grande Mattia, complimenti????",joy,positive
"@LichtsteinerSte @juventusfc Grazie di tutto Licht, sei stato e sempre sarai una leggenda Bianconera,grazie per sempre dare tutto per la maglia, per lottare fino alla fine, sempre Forza Juve e buona fortuna ???? Dai espresso svizzero!??",joy,positive
@SabrinaIlaria1 @PauDybala_JR @Cristiano Abbi fede e sta serena. Vedrai che godremo e tanto?,joy,positive
"Non ho ancora fatto gli auguri alla persona che mi ha regalato più emozioni in tutto il 2018...
Buon anno nuovo @MauroIcardi https://t.co/lCb8lAYvnS",joy,positive
"@juventusfc @Cristiano Prima lo amavo, ora lo venero. È assolutamente eccezionale! ????????????????????,",joy,positive
@kkoulibaly26 Grande Coulibaly..siamo orgogliosi di te per sempre...,joy,positive
comunque voglio ringraziare pubblicamente @CesarAzpi .. più storie  di Marco per tutti????,joy,positive
