tweet_text,sentiment
Bravo maestro @lukamodric10 ??????,positive
@kkoulibaly26 @Marcomezz Te lo meriti tutto!!! Congratulazioni. #ForzaNapoliSempre,positive
"@AntoooMontiel @Mascherano @Argentina Masche un grande, River te espera",positive
"Che tu possa continuare ad essere l'alieno che ci ha fatto sempre emozionare. Grazie di tutto @cristiano ci mancherai troppo. HALA MADRID HASTA EL FINAL

#HalaMadrid https://t.co/wG1BKjUMHq",positive
@MarioMandzukic9 Il migliore. Sempre.,positive
@DrJ_Fonseca @Pelirroyit @neymarjr Hahahahaha !!! Soy su fan !!,positive
@Cristiano @juventusfc Grande campione ci divertiremo insieme #finoallafineforzajuventus,positive
"@AnelliMassimo @d_abbate @realvarriale @CozzolinoSalvo @Cristiano @juventusfc Io sono abbastanza tranquillo
Siamo la #Juventus abituati ai grandi campioni 
Mica poveracci",positive
@massimozampini @realvarriale @HKane Zampini Massimo tu sei simpatico come pochi al mondo. Sempre a dire le cose con quel sorrisetto a voler prendere per il culo tutti. Viva Varriale.,positive
@pipogonzalez88 un grosso in bocca al lupo da un tuo tifoso rosanero,positive
"@kkoulibaly26 Orgoglioso della mia squadra anche perchÃ© in essa giocano grandi giocatori che hanno un grandissimo lato umano. Orgoglioso di te e dei compagni nonostante la sconfitta. Avanti sempre a testa alta!
#InterNapoli",positive
"@SCUtweet @Edosiddi E ora andrÃ  pure via, quindi ha iniziato a seguire uno che non conoscerÃ  mai. 
E la cosa piÃ¹ divertente che a sua volta @sturaro_stefano non segue, invece, @Cristiano. 
Sturaro non segue #CR7. Mentre #CR7 sÃ¬.",positive
"@MomblanOfficial Io credo che @DanieleRugani dovrebbe giocare molto di piÃ¹, oggi ho visto un grande difensore.",positive
"Contento per lÂ#Argentina! Non meritavano di essere eliminati per un rigore dubbio.
vamos hermanos!
@G_Higuain @PauDybala_JR @aguerosergiokun @Mascherano #Messi #NigeriavsArgentina #NigArg #NigeriaArgentina https://t.co/qrTLHPZyy8",positive
"#ParmaRoma @RomaRadio @OfficialASRoma 
@Cristante da un bel pezzo Ã¨ il migliore in campo.
S'Ã¨ preso la Roma.
Bravo Bryan. https://t.co/BWO0k7LPz6",positive
"@LichtsteinerSte @juventusfc Professionista unico e immenso, rimarrai per sempre nei nostri cuori ??",positive
"@luigimarti1 @VoceGiallorossa @OfficialRadja @OfficialASRoma @leonsfdo Sai che non ero d'accordo con te sulla vendita di Nainggolan, che ritenevo e ritengo ci possa stare per ovvi motivi comportamentali, ma riuscire a scambiarlo con una pippa come Santon Ã¨ un insulto all'intelligenza e alla passione di noi tifosi.",positive
@Rafficaruso94 La ciliegina sarÃ  @Rafinha con la numero 10! #prendiamorafinha #inter,positive
@juventusfcen @IkerCasillas @Manuel_Neuer @gianluigibuffon I campuoni veri si riconoscono dal rispetto reciproco e per la sportivitÃ  ?????,positive
"@kkoulibaly26 Sei un grande campione,?????",positive
Mi piace questo Twitter di @Kevin_strootman perchÃ©  @OfficialRadja avrÃ  sempre il cuore giallorosso! https://t.co/gCTR5shnlY,positive
@ECavaniOfficial Diciamo che sono grande per credere alle favole..... ma mio papÃ  diceva che non bisogna mai smettere di sognare.... io voglio provare!!!! Va dove ti porta il cuore!!!,positive
@Cristiano @AmTouristerEU Fantastic photo Rolando with Marsola &amp; casmoro,positive
@OfficialRadja radja sei il migliore resta te stesso sempre il popolo giallorosso ti ama,positive
@OfficialRadja Ti auguro il meglio perchÃ© sei il migliore. In bocca al lupo  ???,positive
La Croazia in finale!!!!!!!! PerchÃ© vince chi lotta sempre #FinoAllaFine  e #oltrelafine Fieri di te @MarioMandzukic9 #WorldCup,positive
"@kkoulibaly26  sei immensamente forte come giocatore e come uomo, che per fermarti offendono te,il colore della tua pelle,la tua CittÃ  adottiva... Noi siamo con te!!..#ForzaNapoliSempre",positive
"@Evra @juventusfc @paulpogba Grande Patrice ????

Fino Alla Fine",positive
@MarioMandzukic9 Complimenti per la vittoria di ieri grande marioneee,positive
Il @selecaoportugal di Mario Rui battuto negli ottavi della @FIFAWorldCup dallÂ@Uruguay 2-1. Immenso matador @ECavaniOfficial autore di una doppietta ! #ForzaNapoliSempre https://t.co/7eO1ua9xCs,positive
@boa89andre @MauroIcardi ti amiamo,positive
@realwarriale @kkoulibaly26 @OfficialAllegri Amo chi scrive qui.. I tweet sono stupendi,positive
@kkoulibaly26 ORGOGLIOSA di te! Grande CAMPIONE Kalidou..Napoli TI AMA ?,positive
"@acmilan @SamuCastillejo Non fa uscire higuain, ma Cutrone. Un vero genio! E poi se la prende con Salvini perchÃ© si meraviglia che in tutta una partita non ha fatto un solo cambio!",positive
"Ottimo acquisto @Cristiano #CristianoRonaldo ora sono curioso di vedere se anche in @SerieA_TIM riuscirÃ  a fare ciÃ² che ha fatto nella @LaLiga!!
@juventusfc #SerieA #CR7",positive
@Inter compra adesso @dries_mertens14 perchÃ© dopo il mondiale varrÃ  il quadruplo!,positive
@delpieroale @juventusfc @Cristiano Grazie Del Piero Detto da te Ã¨ un onore Sono orgoglioso di essere juventino,positive
@juventusfc @Cristiano Una piacevole estate... e che estate! #godo,positive
@PauDybala_JR Sei davvero un giocatore e un ragazzo fantastico!!! Paulino uno di noi!!! ????????????,positive
"Sono le piccole cose belle che regalano felicitÃ  e ti cambiano la giornata se le vivi con un sorriso.
@MATUIDIBlaise @fbernardeschi https://t.co/Wlnx2YUbbt",positive
"@micha3lj89 Giustamente non tratteniamo giocatori contro volontÃ , sono stati 4 giorni bellissimi, grazie di tutto @Cristiano",positive
@bonucci_leo19 Grazie Leo!  Tanti Auguri di Buon Natale a te e famiglia!,positive
"@OfficialASRoma @OfficialRadja Grazie @OfficialRadja , PER SEMPRE UNO DI NOI.
un giorno ci spiegherete il perchÃ¨ ... @OfficialASRoma 
DAJE ROMA SEMPRE!",positive
Felici di aver sempre creduto in te. ? #CagliariNapoli #ForzaNapoliSempre  #Milik @arekmilik9 @sscnapoli @MrAncelotti https://t.co/DYtBDXrdtF,positive
"@Mimm0Costantino @ILavatoio @realvarriale @arekmilik9 @LFC @sscnapoli Tu lo hai preso in anticipo ai gironi...?....piangi che ti fa bene???PS: siete in buona compagnia il ""gemellaggio"" Ã¨ perfetto!!! #NAPOLI #INTER",positive
"Grazie @G_Higuain ????????
Buon anno a tutti ????
?????????? https://t.co/PbtCACTnNE",positive
@effedestefani @ECavaniOfficial D'accordo con te. PerÃ² l'immagine Ã¨ molto bella.,positive
"@Giovax74 @ruotologiacomo @realvarriale @arekmilik9 @CagliariCalcio @sscnapoli Vinciamo col compitino, quali forze sprecate!!?? Rubando??? Ma la finite di piangere?? O ti devo mostrare i vostri aiutini ???Siamo a +8 e ottavi di champions !!! Ma voi che obbiettivi non lo sarete mai, continuate cosi.... e non vincerete mai!!! E noi godiamo!!!??????",positive
Nel frattempo sono diventato doverosamente un supporter del @FootballSenegal! Ieri mi Ã¨ stata regalata questa bellissima maglia del grande @kkoulibaly26 e mi sono innamorato dei colori! Forza #sen !! #WorldCup https://t.co/pmmdz3ohKt,positive
"Complimenti alla @UEFAcom_it che fa vincere ancora la coppa @realmadrid, un grazie alla sportivitÃ  di @SergioRamos sempre piÃ¹ schifato... La @ChampionsLeague muta...",positive
"@G_Higuain LÂhai meritato @G_Higuain il numero di goal segnati non Ã¨ importante per noi; conta quanto pesano quei goal, conta lÂattaccamento alla maglia, la voglia di non mollare mai, il sacrificio in campo, ecc qualitÃ  che hai ampiamente dimostrato durante tutta la stagione! Bravo ??",positive
@MedhiBenatia Sei un grande e sicuramente oggi non meritavate la sconfitta! Complimenti a tutta la squadra!,positive
@WWE_Ufficiale @JinderMahal @itsBayleyWWE @juventusfc @PauDybala_JR @douglascosta Fantastico la mie due passioni piÃ¹ grandi insieme @itsBayleyWWE you look great with the @juventusfc Shirt ??????????,positive
@PauDybala_JR Ciao Paulo come va ? Volevo dirti che nonostante il brutto mondiale ormai Ã¨ da archiviare tu sei sempre un grande giocatore e un grande guerriero dentro e fuori dal campo ! Non vedo l'ora di vederti giocare insieme a CR7 sei un fenomeno anche tu ! In bocca al lupo,positive
@Cristiano Grazie per aver scelto noi della @juventusfc ... Ti Adoreremo,positive
@UEFAcom_it @JoseMaGimenez13 @kkoulibaly26 @chiellini @SergioRamos Se siamo in Italia Chiellini perchÃ© puÃ² recuperarla anche facendo fallo senza essere sanzionato. In Europa sicuramente @kkoulibaly26 che Ã¨ il difensore piÃ¹ forte del mondo!,positive
"@diavolesque @maurijose5 Non vedo quale sia il problema, per me se giocano Berlusconi e Salvini a cc e giocano bene sono disposto a fare il tifo per loro..",positive
@juventusfc  @Cristiano  LUNIDI PX TUTTI A TORINO SI PARTEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE BENVENUTO  CAMPIONE !!! https://t.co/3EdiFOEJzS,positive
"@g_dagnelli @OfficialRadja Sono certa che se ha un poÂ di continuitÃ  @officialRadja sarÃ  il nostro miglior acquisto e darÃ  al centrocampo FINALEMNTE ciÃ² che manca, potenza e gol, vai ninjia ti aspettiamo...??",positive
"ahahahahahah certo che @G_Higuain @NicolaHiguain vi meritate con gli giuventini perchÃ¨ siete fatti della stessa pasta. i #gdm l'amore di #Napoli possono solo invidiarlo, i fratelli higuain possono invece solo rimpiangerlo. speriamo di vedervi tutti via dall'italia, #gdm compresi.",positive
@delpieroale @lukamodric10 Ã vero Alessandro non sono juventino ma Il giocatore Ã¨ la persona di Del Piero mi Ã¨ sempre piaciuto. Che nÃ¨ pensi del Nuovo Mister della Nazionale?,positive
"@kkoulibaly26 @kkoulibaly26 sei un grande uomo, Napoli ti Ã¨ grata, avanti sempre a testa alta",positive
"Felice nel vedere la nostra Joya @PauDybala_JR e il Pipita @G_Higuain tra i 23 che Sampaoli ha chiamato per rappresentare l'Argentina in Russia.
Felice inoltre e impaziente di vedere #Pavon e @LoCelsoGiovani , due Fenomeni !
Sampaoli ha uno SQUADRONE ! https://t.co/1E9d0jW9JA",positive
@Asabob20 @katsb26 Ottima gara??????,positive
@Cuadrado @Cristiano @juventusfc Grandissimo professionista!! Speriamo che rimani anche tu con noi #panita,positive
"Riesco solo ora ad accettarlo
Questa foto racconta te; con quella mano che batte sul cuore, sulla nostra Lupa ?
Grazie @OfficialRadja https://t.co/GRO6JDVtnk",positive
"Bravo @gigiodonna1, custodisci la porta https://t.co/wwm5dPxuvs",positive
@OfficialRadja Ciao Ninja. Grazie per questi anni alla @OfficialASRoma ! Mi hai sempre emozionato per lÂanima e il cuore che ci hai messo.,positive
"36' Great intuition from @gigiodonna1 who races out of his goal to stop Palacio on a solo-run. Yes, Gigio! / Ottima lettura di Gigio che esce dall'area a fermare Palacio lanciato a rete ??
#BolognaMilan 0-0",positive
@juventusfc @MarioMandzukic9 Deve rimanere assolutamente con noi!!,positive
"@G_Higuain, congratulazioni Pipa!! Ã nata unÂaltra juventina!! ????????",positive
"@TimoeB08 ha il carisma necessario per dare al centrocampo quel pizzico di pepe che mancava.
Se torna il giocatore che abbiamo visto al Monaco, ci sarÃ  da divertirsi.
#Milan #calciomercato",positive
@kkoulibaly26 @spromano Sei un grande uomo e un grande calciatore,positive
@UEFAcom_it @juventusfc @G_Higuain Si grande sacrificio per la squadra  e gol pesanti ????????,positive
@chiellini Grande Chiello un salutone,positive
@MauroIcardi troppo comodo e facile parlare dopo...se avevi gli attributi ieri andavi sotto la tua curva e sedavi gli animi!,positive
Alisson a Ciampino pronto per la sua nuova avventura! Grazie @Alissonbecker ci mancherai! https://t.co/765u4Fibkt,positive
"IO QUESTA FOTO LA STAMPO E LA METTO OVUNQUE?

O V U N Q U E.

MI SONO INNAMORATA DI LUI, BASTA.
@AchrafHakimi https://t.co/kYcjTVecYj",positive
@sampdoria @FQuagliarella27 Caro Sig.Quagliarella : complimenti per il rinnovo meritatissimo ed un inno alla Sua splendida carriera! Ricordo con affetto i gol che ci ha regalato nei suoi anni alla Juve. Auguroni,positive
"@mattia_desci @mike_fusco Bravo Mattia, se il mister ti ha voluto un motivo ci sarÃ , e tu lo stai dimostrando partita dopo partita!! Grande, continua cosÃ¬ abbiamo bisogno di tutti!!",positive
@P_Rocchetti87 @LAROMA24 @nico_taglia @OfficialASRoma Appena uscita giÃ  smentita... Questo era buono,positive
@OgbonnaOfficial Che bello Principe! Auguri!,positive
"@OfficialRadja Addio Radja, grazie di tuuuuuuuuuuutto. Buona fortuna.",positive
@juventusfc @Cristiano Non svegliatemi.....e tutto perfetto...,positive
Ottimo rientro direi! ??? @emrecan_ https://t.co/BZLTi6UifC,positive
@Cristante Bello Bryan nostro  #DajeCosÃ¬,positive
@Cristiano Ciao cr7 sei un grande sto twittando su twitter,positive
"Ufficiale: #Ospina Ã¨ del #Napoli!! contratto depositato!

@D_Ospina1 @sscnapoli",positive
"@dani3le94 @OfficialRadja Si, ho letto anch'io... Ma a sto punto almeno che nn mi porti Moric (nome a caso) scatta la rivoluzione.. Nn puoi mettere a cc ragazzini, anche se ottimi e togliere l'esperienza d Nainggolan..a cc il migliore dei nostri",positive
"@LichtsteinerSte @juventusfc Grazie di tutto Steph, ci mancherai",positive
@juventusfcen @IkerCasillas @Manuel_Neuer @gianluigibuffon Bravi ragazzi gesto nobile da parte vostra,positive
@Cuadrado @Cristiano @juventusfc Grande Juan.... bellissima sta foto. Grande ironia,positive
"Come puÃ² un talento cosÃ¬ vederlo sempre in panchina!?
Io a volte rimango senza parole.
@douglascosta uno di noi!!
Forza @juventusfc https://t.co/wYaLzhW92b",positive
@gerardeulofeu Tantissimi auguri di buon anno a te e famiglia Gerard ???????????,positive
"@cumdivido @G_Higuain Bravo beast, hai avuto le palle di dirlo",positive
@ambasciatore_9 @Inter @Rafinha Mettiamoci il cuore in pace !!!ormai  ci credo poco !!!,positive
@douglascosta Bella la foto cn le star di wrestling sei Anke tu appassionato della WWE? grazie x l'ennesima vittoria ciao campione!????????,positive
"Credo di essere rimasto incinto, ascoltando la profonda, inaspettata e sorprendente ammirazione e stima che @cristiano ha per la @juventusfc",positive
@juventusfc @douglascosta Beata questa nazionale che puÃ² fare a meno del nostro Douglas ?,positive
@SimoTarantino @_ThousandN @OfficialRadja ??? sto RIDENDO,positive
Inizia lÂavventura di @OfficialRadja allÂ#Inter. Il belga Ã¨ stato accolto da tantissimi tifosi nerazzurri che hanno fatto addirittura irruzione allÂinterno dellÂHotel MeliÃ . https://t.co/3ezMM2x6fI,positive
@GiusyMaffi @VoceGiallorossa @acmilan @OfficialRadja Che poi le eresie che leggo in questi giorni sui giornali sono colossali splendidi.... ogni giorno una barzelletta diversa.,positive
Per un attimo tutti dovrebbero abbandonare le rivalitÃ  sportive e fare i complimenti alla @juventusfc x lo straordinario colpo @Cristiano,positive
@Brienzina @juventusfc @Cristiano @SerieA_TIM Da juventino sono felicissimo! La serie a migliora! Anche la Roma! Purtroppo le milanesi fanno ridere,positive
"@SamuCastillejo @acmilan @SerieA Grande Samu ti vogliamo cosÃ¬ ""Indiavolato""",positive
@ADeLaurentiis @Cristiano I veri sportivi e amanti del calcio non possono che fare i complimenti per avere portato nel nostro campionato Cr7! Forza Napoli sempre!!!,positive
"Ciao Ninja...grazie di tutto, delle partite giocate con il cuore, dei momenti meno brillanti, delle botte da matto, ma soprattutto dellÂamore che ci hai sempre mostrato... mancherai #Nainggolan @OfficialRadja ??? https://t.co/PXGpCmNfGH",positive
@douglascosta @salpaladino Resta con noi ??,positive
"@gtandezebra70 @annatrieste @PReina25 Stai buono, Che se sente cerbottana quella pensa sia diretto a lei, Ã¨ magari si offende...",positive
"@fedezic @juventusfc @BrooklynNets @AntoGriezmann Eh, Ã¨ un grande",positive
@G_Higuain Adesso dimostra a tutto il mondo che sei tornato e che sei vivo!!!,positive
@forumJuventus @Cristiano ANDREA AGNELLI... ANIMA DEL GRANDE GIANNI AGNELLI. FINO ALLA FINE FORZA JUVEEE.,positive
@kkoulibaly26 Buon anno campione!! ??,positive
@juventusfc @jTl4otUTeOoxoKs @MarioMandzukic9 La Grande Bellezza del calcio passa per i piedi di questo straordinario atleta!?????                   Amore infinito per MM17 ! ?,positive
"@AMalerba71 @delpieroale @MarioMandzukic9 Certo che Ã¨ forte! Anche Mario Ã¨ forte, su questo non c'Ã¨ dubbio. Ma ai giocatori bisogna dare il riconoscimento che meritano",positive
@kkoulibaly26 KK io sono uno di quelli che pensa non si tratti di razzismo. Sei semplicemente un fuoriclasse e il miglior difensore della SerieA e volevano provocarti. Te lo dice un ammiratore della prima ora... Per 3 anni sei stato il leader della mia squadra vincente al Fantacalcio :),positive
@kkoulibaly26 Nn ci lasciare kuly...resta quanto piÃ¹ puoi..grande calciatore.grande  uomo,positive
"Pezzo di merda @Vrsaljko non mi rompere @OfficialRolly38 che Ã¨ l'unico centrocampista che mi Ã¨ rimasto!

#InterUdinese",positive
@paulpogba buongiorno!,positive
"Solo quel cesso di #Mourinho riesce a far giocare male @paulpogba 

Giocatore meraviglioso.
Torna a casa Paul, ti perdoniamo",positive
"@ItalianMagpies @Duado02 @realvarriale @G_Higuain @sscnapoli @juventusfc E poi, perdonami, talmente piccolo da rimangiarsi piu volta la cd scelta professionale: 'es tu culpa'. Quando fai una scelta te ne assumi paternitÃ  e responsabilitÃ . Oblio, ora Ã¨ quello che si merita.",positive
"@kkoulibaly26 Sono orgoglioso di te, del tuo essere  uomo, del colore della tua pelle. 
""Pelle bianca o pelle nera, dimmi che importanza ha""
Io sto con @kkoulibaly26",positive
@aleaus81 Io di @Cristante  Sono contento,positive
@Asabob20 ti amo!,positive
"@Dibos95 @OfficialRadja Ti dirÃ²: potresti, ad occhio essere mio figlio. Non ti penare, la Juve Ã¨ giÃ  un gran peso. Detto questo, in tutta leggerezza, ti dico che il sarcasmo rende piÃ¹ sereni e migliora la vita. Le battute non sta scritto in nessun manuale che devono per forza piacere",positive
"@dries_mertens14 @kkoulibaly26 Grande dries, hai proprio ragione. Koulibaly uomo vero.",positive
@juventusfc @Cristiano Non vedo lÂora di vederlo segnare con la maglia della Juve! Grazie per aver realizzato un sogno,positive
@MCaronni Da interista faccio I miei complimenti per l'acquisto del numero 2 al mondo. @WeAreMessi @Cristiano,positive
"@Kevin_strootman @D_10Perotti @OfficialASRoma Dajeee vogliamo 11 gladiatori quest'anno ancora di piÃ¹ dell'anno scorso 
Forza Roma sempre",positive
"No vabbÃ¨, io non ci posso credere.... grazie @Cristiano @juventusfcen che sia una grande stagione!!!!",positive
@juventusfc @Cuadrado Auguroniiiiiii al mio adorato Juan!!!!!!  ??????Ti si vuole bene panita!!!! ?????,positive
@Milestemplaris @Inter @OfficialRadja Mamma che figata . Grande lavoro,positive
@Cristiano finalmente ti vedo indossare la nostra maglia. Mi sono emozionata. https://t.co/XvUAjH7JJx,positive
"@Kevin_strootman @OfficialRadja Grande @Kevin_strootman , hai proprio ragione... @OfficialRadja per sempre uno di noi. WeÂll miss U??????",positive
#EdiTorna @ECavaniOfficial stiamo allÂaeroporto aspettando te???,positive
@cjmimun E parla in italiano molto meglio di tanti che erano sugli spalti ieri sera! @kkoulibaly26,positive
"@realvarriale @G_Higuain @sscnapoli @juventusfc Scarto forse sarÃ  lei, e quando la Rai deciderÃ  sarÃ  sempre troppo tardi. Il pipita non sarÃ  mai uno scarto. Siamo grati a Higuain per questi 2 anni in cui ci ha aiutato a vincere. Memorabili le numerose pere al Naples e la zampata a San Siro con relativo crollo del Naples...",positive
@SkySport @OfficialRadja @GiorgiaCenni9 Amatelo e rispettatelo!! Radia Ã¨ vero ! ???,positive
"@ECavaniOfficial @Uruguay Edi, Napoli Ã¨ casa tua, i tuoi figli sono napoletani e tifosi del Napoli, regalaci questa gioia, torna a giocare per noi!",positive
"@sscnapoli voglio @ECavaniOfficial .
@ADeLaurentiis mi raccomando, prendi anche un portiere decente vist che se sfunnat Meret. Grazie.",positive
"Ah, altro assist molto bello di @ddambrosio. AvrÃ  i suoi limiti tecnici, ma resta affidabile come pochi.

#amala",positive
"@simobruzzo @sampdoria @Cristiano Mah... Onestamente sembra anche un episodio di facile lettura. Che la delusione sia enorme per un tifoso lo capisco e ci sta tutto..... Detto ciÃ², l'episodio Ã¨ lampante e molto chiaro.",positive
"Grande @joaome17 vai ad insegnare i tiri mozzarella in una realta' parallela.
Spero che dopo queste parole che hai detto l""@Inter ti multi per davvero.
Ti auguro una splendida carriera proporzionale al rispetto che hai mostrato per la nostra squadra.",positive
"ritorno di legenda, Forza Juve! benvenuti @Cristiano #FinoAllaFine",positive
@dries_mertens14 @kkoulibaly26 Siete fortissimi e vi voglio un gran bene. Vi aspetto a casa per una super pizza,positive
"#InterNapoli
Cori #razzisti

""Sono orgoglioso del colore della mia pelle. Di essere #francese, #senegalese, #napoletano: uomo.

SolidarietÃ  a @kkoulibaly26, alla mia squadra e alla mia cittÃ .

Voi beceri #razzisti, sarete sempre in minoranza.

#facciamorete
#SiamoTuttiKoulibaly",positive
"@RafAuriemma @MrAncelotti @sscnapoli @mbatshuayi Visto parecchie volte, mi fa impazzire, sa fare tutto. Mi Ã¨ rimasto impresso quando contro l'Atalanta faceva quello che gli pareva. Magari lo prendessimo.",positive
@kkoulibaly26 @carloalberto Grande uomo!,positive
@Inter @MauroIcardi Ottimo,positive
"Khedira sul connazionale Emre Can: 'sono contento che sia arrivato:lo conosco bene, Ã¨ un ottimo giocatore. acquisto molto importante, da noi si troverÃ  bene.'

Khedira sul suo futuro: 'resto alla Juve?Â sÃ¬, direi di sÃ¬:alla Juve sto bene.'

?
@SamiKhedira 
@emrecan_ 
@juventusfc",positive
@MATUIDIBlaise SIGNOR CAMPIONE DEL MONDO CONGRATULAZIONI  ora riposati per bene goditi la tua famiglia perchÃ© quest anno dobbiamo vincere TUTTO CON LA VECCHIA SIGNORA FINO ALLA FINE FORZA JUVENTUS,positive
"@juventusfc @MarioMandzukic9 Protagonista assoluto...un atleta a 360Âº...grazie a lui la Croazia va in finale, con un goal e un assist: #IvanPerisic #amala!!!",positive
"@gmugna @Gpezze @acffiorentina Questo Ã¨ vero!Poi venerdÃ¬ c'Ã¨ stata la consueta benedizione di ADV, il progetto c'Ã¨ e continua....",positive
"@Cristiano sei il migliore il piu forte di tutti ,tu sei un vincente x questo sei il piÃ¹ forte di tutti al di la ke sei completo come giocatore.",positive
"Questo era #Nainggolan alla Roma,un giocatore che lottava su ogni pallone,dal primo all'ultimo minuto. In campo rispecchiavi tutto ciÃ² che un romanista avrebbe voluto vedere dai propri giocatori. Grazie di tutto Radja,Roma ti amerÃ  per sempre.
Ti voglio bene ninja @OfficialRadja https://t.co/wb6nByy8ED",positive
@fbernardeschi @juventusfc Grande campionato noi non siamo come i napoletani che parlano troppo presto e dicono sempre le stesse cose vediamo cosa ai inventano anche .... cmq la Juve  e una squadra che io la paragono a  Barcellona  e Real... cmq grazie ragazzi,positive
@joaome17 @PapiCheikhou Se volete andare per favore andate e mai tornare all'Inter !!!!,positive
"@Ale342Azzale @Fede312Roma @OfficialASRoma @OfficialRadja Ciao Alessandro, da quando ci sei tu a guidare da DS e DT questa societÃ  le cose vanno a gonfie vele! Grazie Genio!",positive
@Cristiano Bravi tutti ma tu di piÃ¹ ancora #FinoAllaFine,positive
Uno speciale benvenuto nella nostra famiglia bianconera campione! https://t.co/BpTUUvPSVm #CR7JUVE @Cristiano,positive
@juventusfcen @MarioMandzukic9 @marko_pjaca20 Dai dai forza ??????????,positive
Ufficiale @Cristiano alla Juventus. Batterli sarÃ  ancora piÃ¹ bello. Forza Roma! ?????? https://t.co/Z2H2TPYgZp,positive
@SergioRamos @MoSalah ArriverÃ  anche per te il tuo momento ... con tanto di interessi e sta' tranquillo che saranno belli salati ...,positive
"@hakanc10 @acmilan Continua cosÃ¬

Forza Hakan!",positive
@compaciccio88 @NonEvoluto @Effemarziano22 @cesc4official @andrea___182 Spocchiosi e arroganti certi loro comportamenti..ma ripeto un messaggio rimane un messaggio la vita Ã¨ la vita e io su questa nn ho nulla da dire.Ritenendo tali persone bravi ragazzi come me..sempre forza Milan!,positive
Il mio #BabboNatale Ã¨ di colore azzurro. Grazie @FabianRP52 per questo esaltante e sorprendente regalo di #natale #christmas #present #amazing https://t.co/3IYqqdNp02,positive
"@Cuadrado @juventusfc @PauDybala_JR 21 Pirlo, Paulo e tu una bella tradizione",positive
"@kkoulibaly26 @LeleUfficiale Da interista e da uomo, ti stimo. Complimenti.",positive
"@fbernardeschi @juventusfc Tu continui a postare foto e siamo contenti, perÃ² una bella svegliata non sarebbe male. A parte i primi periodi, ora di te si sono perse le tracce. ?",positive
"@G_Higuain pipita pupita pippa pippone !!!
Ah ah ah 
Forza Napoli",positive
"@Acerbi_Fra @lix691 Grande Francesco, possiamo dirlo,ti sei innamorato della Lazio,e noi siamo fieri di te.",positive
@la_stordita @FQuagliarella27 Buona giornate a te e forza Inter,positive
Tra poco si gioca #Juventus contro #Sampdoria e sarÃ  una gara perfetta x @FQuagliarella27 x continuare con i suoi splendidi gooooooolll.,positive
"@OfficialASRoma @Fede2Fazio @D_10Perotti Si meritava un posto anche nostro Diego ma non fa niente, pensa che sarai piu rilassato e abbronzato del nostro Federico ???? cmq congratulazioni Fazio ??",positive
@pap1pap @Inter @Rafinha Ciao Pap! ma la juve Ã¨ cosÃ¬ solida da potersi permettere un'operazione del genere a cuor leggere oppure questo sforzi economico avrÃ  conseguenze nell'immediato (e non) futuro? Grazie,positive
"@OfficialZecca @Luca_Twi_1305 @mattweuu @fdr985__ @Cacace_Marco @leonsfdo @MatteoSciarra @sergiorico25 Vabbe quello lo migliori. Gia il prox anno sara sicuramente piÃ¹ grosso. 
Under c'hai tutto.",positive
"io vi amo cazzo. siete bellissimi 
e sta arrivando @Cristiano 
essere Juventini Ã¨ una cosa meravigliosa, in questo momento indescrivibile https://t.co/zuU1G9kw3v",positive
@ignazioabate @acmilan Grazie Capitano! Ti voglio bene!,positive
@DarmianOfficial @ChampionsLeague @ManUtd Professionalism personified ????,positive
"@_DanyOrchidea @G_Higuain @spalferrara Buon anno a te, Daniela! Un abbraccio che mi ha fatto commuovere. Bisogna sostenere sempre la squadra! FORZA MILAN SEMPRE!??????",positive
"@ledep @luisadvincula17 Mi metto subito a studiare. Di Advincula ho trovato pure la faccia, ma giÃ  faccio il tifo per Yoshinar Yotun, che mi sembra un cartone animato sul sashimi. https://t.co/q4xhcBRtEx",positive
Se non ci fosse quella merda di @Bertolacci questa foto sarebbe meravigliosa. @acmilan @G_Higuain https://t.co/bKz7tpkGCN,positive
@Miralem_Pjanic @juventusfc Ogni volta mi stupisci sempre di piÃ¹ ?,positive
@PauDybala_JR Sei un grande !!!!!!,positive
"Tipica vittoria da garra charrua.
Impreziosita da due gemme del favoloso @ECavaniOfficial 

#URU 
#UruguayPortogallo
#URUPOR",positive
@ADeLaurentiis se veramente hai preso @ECavaniOfficial e arruvutat il botto del calcio mercato lo hai fatto tu credimi mi ricredero sulle sue scelte,positive
@ADeLaurentiis @Cristiano Grande presidente... .ci sarÃ  piÃ¹ gusto a batterli,positive
"Bravo @Samucastillejo, meritato. https://t.co/897MKxiYYu",positive
Mio nipote mi da grandi soddisfazioni! @Inter @MauroIcardi #interforever https://t.co/yHt4u4OpHh,positive
"Secondo voi qual Ã¨ la cosa piÃ¹ bella, il tiro di Januzaj o la giocata di @mbatshuayi? https://t.co/qx34ijezQH",positive
@DarmianOfficial OFFRIRTI AL NAPOLI TI ACCOGLIEREMO A BRACCIA APERTE!! SEI UN GRANDE,positive
@OfficialRadja ottima scelta ninja quella dell'inter: un perdente tra i perdenti,positive
"@ECavaniOfficial #EdiTorna Se Ã¨ vero che dipende da te e solo da te, ricorda che i soldi non fanno la felicitÃ  e non c'Ã¨ nulla di piÃ¹ bello di un abbraccio di un figlio. Tu potrai riabbracciare i tuoi e Napoli sarÃ  pronta a riabbracciare un suo figlio.",positive
