comment,emotion,sentiment
"Inutile dire che se visitate NYC non potete perdervi un giretto a Central Park, considerando che Ã¨ molto esteso lo incontrerete sicuramente, molto tranquillo, rilassante e ci sono delle rocce su cui salire per foto con sfondo di grattacieli, carino anche prendersi un hotdog e gustarselo nel verde in pausa pranzo, molto sfruttato di giorno e soprattutto nel fine settimana da chi fa jogging ",joy,positive
"Da sempre ottimo aperitivi e venerdÃ¬ sera,molto caratteristica la fiera di Senigallia che si tiene tutti i sabati dal mattino fino al pomeriggio",joy,positive
"Una delle piÃ¹ belle e meno conosciute chiese di Milano !Di solito Ã¨ aperta, se passate da Corso Magente fateci un salto",joy,positive
"Differenze tra un naviglio e l'altro ? bhe si ce  ne sono eccome , a partire dai locali ,bar ,ristoranti ,piccoli negozietti ..Dal naviglio grande dove abbiamo fatto sosta per un primo aperitivo ,abbiamo attraversato uno dei vari ponti e ci siamo ritrovati su un naviglio piÃ¹ piccolo ,dove perÃ² la crisi economica degli ultimi anni si Ã¨ fatta sentire ,vero Ã¨ che molti dei locali (pub) erano chiusi , stavamo per rimanere delusi da questa inaspettata desolazione quando ritornati sulla via principale per tornare a prendere la metro a fermata porta genova , abbiamo rivolto lo sguardo alla nostra sinistra e da li Ã¨ cambiato lo scenario un altro naviglio con un fiume di gente, luci, locali negozi ...affasciante . Da percorrere assolutamente ",sadness,negative
"La forza dellâarte e della storia, una iniezione di inergia. Imponente, suggestiva, toccante. Ogni volta che vado a Berlino, anche se solo di passaggio e per poche ore, non posso fare a meno di venire in questo posto. Bella sempre, di giorno e illuminata, di notte; quando câÃ¨ gente e quando Ã¨ deserta (ma Ã¨ mai deserta, poi?). Da non perdere.",joy,positive
"Da fuori non sembra niente di che, la guardi e pensi che faccio entro? Poi una volta entrato rimani subito incantato dagli affreschi presenti nella piccola sala, la prima. Oh Dio Ã¨ una meraviglia mi viene da pensare, ma ancora non ho visto la seconda sala a cui si accede da una porticina e che non ha nulla da invidiare alla prima.Andate, ne vale davvero la pena e tra l' altra Ã¨ gratis.",joy,positive
dall'uscita del Museo abbiamo attraversato central Park - passando dalla casa di Jonn Lennon - fermata obbligatoria sulle panchine di fronte al rosone in memoria di Lennon - ascoltando  i cantautori che intonano canzoni dei Beatles - attraversato il parco siamo andati al Guggenau - che in agosto  al venerdÃ¬ pomeriggio dalle 16 in poi ha l'ingresso gratuito - ,joy,positive
"ovviamente Ã¨ scontato dire che Ã¨ una meraviglia, peccato che siamo capitati quando c'era la partita del milan in coppa uefa, quindi era invaso da tifosi del betis, che ci hanno non poco disturbato, ma se venite a milano non potete non visitarlo.",sadness,negative
"Il duomo di Milano giÃ  da solo merita una visita in cittÃ  infatti posso dire che Ã¨ una delle chiese piu belle che ho visto con le sue guglie e i suoi rosoni mi ha trasmesso una sensazione di imponenza e serenitÃ , ma piu di tutto mi ha colpito la grande luce che il riflesso del sole sul bianco lucente della chiesa dona all'intera piazza",joy,positive
GiÃ  la chiesa di per sÃ© Ã²ascia a bocca  aperta.. ma poi si passa da una stretta porticina e si fa dietro all'altare maggiore... stupefacente,joy,positive
"Struttura stupenda e ben tenuta, unico enorme neo...purtroppo sono i piccioni attirati in gran quantitÃ  dal grano gettato in continuazione da alcune persone di colore che sfruttano questi animali per farsi dare qualche euro dai turisti che fanno le foto insieme a loro...purtroppo perÃ² cosÃ¬ facendo si notano interi muri e soprattutto la statua di Vittorio Emanuele II ricoperti dagli escrementi di questi animali...",sadness,negative
"Centro della vita notturna milanese.Locali di tutti i tipi, adatto per una passeggiata e per mangiare o bere qualcosa ",joy,positive
Dopo un poâ di fila siamo entrati allâinterno del maestoso edificio e ci siamo addentrati nella fantastica mostra di quadri famosissimi.... abbiamo saltato qualche opera ma le piÃ¹ importanti siamo risusciti a godercele in qualche ora. Assolutamente da vedere,joy,positive
"Molto suggestivo, soprattutto quando inizia a farsi sera e i vari locali iniziano ad animarsi! La scelta Ã© ampissima, ma fatevi consigliare da chi Ã© del posto!",joy,positive
"Percorso lungo il tracciato di parte del muro di berlino.. esplicativo con colonne con pannelli e audio che illustrano diversi aspetti del fatto, dalle diverse versioni di muro, alla storia delle zone circostanti, dei metodi per attraversarlo, delle guardie e delle vittime. Presente tutto in doppia lingua inglese-tedesco.",sadness,negative
Potrei dire che non fermarsi a visitarla si possa considerare un reato alla bellezza. Poco appariscente all'esterno si rivela uno splendido scrigno da ammirare in ogni dettaglio.,joy,positive
"Sono abituato al parco di Monza che Ã¨ uno dei parchi recintati piÃ¹ grandi d'Europa perÃ² questo di NYC mi ha comunque lasciato sbalordito, complice il bel tempo che ho trovato quando sono stato lÃ .",joy,positive
Una cittÃ  nella cittÃ  ! Abbiamo noleggiato due bici con mia moglie e via in giro per questo enorme polmone verde nel centro della cittÃ  ! Un must da vivere !!!â¤ï¸ð,joy,positive
"Costruito alla fine dell'800, incendiato per ordine di Hitler come pretesto per disfarsi degli oppositori, distrutto durante la seconda guerra mondiale, il Reichstag fu ricostruito nel 1961 e poi ristrutturato dopo la riunificazione della Germania per ospitare le sedute del Parlamento nella nuova capitale. Ã il Parlamento piÃ¹ visitato al mondo.",sadness,negative
"Potresti entrare in questo luogo mille volte e non ti stancheresti mai, di farlo. eccezionali gli affreschi ed i loro colori. Un grazie al Touring Club Italiano, per continuare a dedicarci le sue attenzioni, in modo tale che sia fruibile a chi ha la fortuna di volerci andare",joy,positive
"Bellissimi i murales in successione.L'unica pecca Ã¨ che la strada non Ã¨ molto pulita, a differenza del resto di Berlino c'era parecchia sporcizia nelle vicinanze ",sadness,negative
"Abbiamo noleggiato la bicicletta in 4 (tutta la mia famiglia) e trascorso una giornata molto piacevole all'interno di questo parco. Ã difficile immaginare un polmone di verde cosÃ¬ esteso in una metropoli come NYC, ma Ã¨ proprio cosÃ¬.Dopo 3 ore di permanenza abbiamo visto circa metÃ  dell'intero parco (2 ore circa) ed effettuato un giro in barca a remi nel laghetto interno (circa 1 ora). Per chiunque capiti in questa cittÃ  per la prima volta, si tratta di un obiettivo da non mancare.",joy,positive
"Si raggiunge il sito comodamente  in metro oppure facendovi una passeggiata dalla porta di Brandeburgo di circa 2, 3km , informazioni necessarie perchÃ¨ a differenza delle attrazioni must di Berlino che sono congiunte fra loro , il memoriale Ã© in una parte della cittÃ  defilata . Il muro non ha bisogno di presentazione tantomeno di pillole di storia poichÃ© nella sua invulnerabilitÃ  Ã© volutamente lasciato intatto per circa 20 metri , su di una siepe che ospita ricordi  dei defunti , poi perÃ² dietro un alto sbarramento di metallo nasconde ai visitatori di terra l'originale riproposizione del campo di barricata con riflettore torre di controllo , visibile solo dal quinto  piano del frontale memoriale visitabile gratuitamente , che aiuta a capire ai meno giovani le varie fasi che si sono succeduti dalla costruzione al l'abbattimento.",sadness,negative
Invito tutti coloro che vanno a Berlino di non perdersi un passaggio al memoriale. Una sensazione unica,joy,positive
"Dopo aver visto il cenacolo, siamo andati alla ricerca di questa chiesa, di cui io non ne ero neanche a conoscenza. Il posto Ã¨ stupendo e se fate un giro a Milano, ve lo consiglio. Entrata gratuita.",joy,positive
Bellissimo! Val la pena  arrivare in cima ai terrazzi. Ricchissimo all'interno. Panorama a 360 gradi sulla cittÃ . Interessante anche la cripta.,joy,positive
"Galleria di murales dipinti su ciÃ² che rimane del muro che divideva la cittÃ  di Berlino (lunghezza circa 1,5 km)",sadness,negative
"Com'Ã¨ possibile che da milanese non conoscessi questa chiesa spettacolare? E com'Ã¨ possibile che questa chiesa non sia citata fra le principali attrazioni di Milano? Ogni centimetro egregiamente affrescato da diversi artisti, fra cui Luini e Foppa; opere di una bellezza straordinaria, il coro da togliere il fiato. La chiesa fa parte dei luoghi ""Aperti per voi"", cioÃ© visitabili grazie ai volontari del Touring Club (quindi forse poco conosciuta perchÃ¨ in precedenza era chiusa) con orario dal martedÃ¬ al sabato, dalle 9.30 alle 17.30.",joy,positive
"Allettati, mia moglie ed io, da una pausa di verde in una valle di cemento come Manhattan, decidiamo di noleggiare due biciclette ed andare in Central Park. All'interno diverse attrattive tra cui il piccolo zoo, la statua di Balto, di Alice, piÃ¹ laghi ecc. Il traffico di persone anche all'interno era incredibile e, cosa che meno mi Ã¨ piaciuta, l'impossibilitÃ  di girare in bici a proprio piacimento. C'Ã¨ un senso di marcia obbligato anche per le biciclette! Bici che possono circolare solo sulla strada principale all'interno del parco mentre in tutte le altre vanno portate a mano. Tanto valeva non affittarle. Peccato. ",sadness,negative
"Siamo stati in centro a Milano in occasione di un pranzo da amici. Nel pomeriggio abbiamo visitato il centro e siamo arrivati in piazza Duomo. Come sempre c'era parecchia gente, ma come si dice ""MilÃ n l'Ã¨ un grÃ¡n MilÃ n"" .La cittÃ  merita ed anche tutto il centro.",joy,positive
Assolutamente da non perdere se si visita Milano. Ã vero la facciata Ã¨ anonima ma l'interno totalmente affrescato lascia a bocca aperta. E in piÃ¹ i volontari del Touring sono estremamente gentili preparati e chiari nelle spiegazioni.,joy,positive
"Da sempre e per sempre affascinante capolavoro artistico...... Da preservare, rispettare e ammirare.",joy,positive
"ChissÃ  piccola ma affascinante, con affreschi molto belli e storicamente interessante. Quando siamo entrate un signore ci Ã¨ subito venuto incontro per raccontarci le caratteristiche principali, Ã¨ stato molto gentile.",joy,positive
"Una tappa obbligatoria per chi vede New York, perdersi nei suoi sentirei  e vedendo scorci incredibili per una cittÃ . Fantastico",joy,positive
Decisamente imponente ma allo stesso tempo libero e arioso. Trovo ottima l'idea del collocamento in un contesto molto verde.,joy,positive
Luogo storico e suggestivo dove si puÃ²  ancora ammirare ciÃ² che rimane di uno dei simboli piÃ¹ famosi della nazione e del mondo intero. Consiglio la visita! ,joy,positive
"Una visita a questo parco Ã¨ di dovere quando si Ã¨ in vacanza a New York, anche per il solo fatto di spezzare la monotonia dei grattacieli. Il parco Ã¨ molto ampio e pieno di stradine e sentieri che lo attraversano. Per visitarlo tutto si puÃ² considerare un giorno intero. Una soluzione alternativa per girarlo piÃ¹ velocemente Ã¨ quella di noleggiare una bici, ma attenzione perchÃ© non si trovano nel parco. Inoltre con la bici Ã¨ possibile percorrere soltanto le strade principali, i sentieri interni sono riservati solo ai pedoni.",sadness,positive
Opera d'arte che a mio avviso viene poco apprezzata dai visitatori che la scambiono per ahimÃ¨ un percorso ginnico non dandole il giusto rispetto ,sadness,negative
Ã davvero impressionante e enorme questo parco!! Ho girato solo un pezzo con il mio ragazzo perchÃ© piÃ¹ ha iniziato a piovere ma secondo me l'ottimale sarebbe farlo in bici davvero il top!!,joy,positive
"Sull'area dove c'era il palazzo della Gestapo, attaccato ad un brandello del Muro, una esposizione di immagini e testi che conducono attraverso la storia tedesca. ",joy,positive
Una passeggiata tra i colori dell'autunno e una pattinata sul ghiaccio con una cornice unica e ti senti dentro un film.,joy,positive
"Vederlo in tv ed al cinema fa sognare ma nemmeno minimamente rende l'idea di che posto magico sia Central Park. A parte l'estensione che davvero Ã¨ incredibile in una cittÃ  come new york, ma soprattutto la storia, il silenzio, la quiete, l'essenza di una cittÃ  che Ã¨ stata per anni il simbolo del sogno di riscatto di gente comune...stupendo ",joy,positive
"I newyorchesi sono veramente fortunati, hanno a disposizione un parco bellissimo proprio dentro la cittÃ  dove passare il tempo libero. Il parco Ã© enorme e curatissimo, si possono noleggiare le bici, scegliere un giro in carrozza o semplicemente camminare tra laghetti, piccoli corsi d'acqua e tanti simpatici scoiattoli. Quando nevica Ã© molto suggestivo e freddo, ma Ã© cosÃ¬ piacevole che Ã© sufficiente coprirsi bene. Una tappa da fare per chi visita New York.",joy,positive
Il quartiere dei Navigli Ã¨ un posto con i suoi numerosi ristoranti e posti per mangiare e bere e avere dell'ottimo gelato fantastico in un'atmosfera rilassante. Lo consiglio vivamente a qualunque ora del giorno. Ho visitato Bond sul lato sinistro del canale per il brunch e Cioccolati Italiani di avere un gelato e Oficina 12 per la cena. I venditori di Rose puÃ² essere un po' fastidiose come in altre parti della cittÃ . Non basta dire un paio di volte in un modo determinato se non si desidera acquistare qualsiasi.,sadness,positive
"facendo il tour della cittÃ  Ã¨ immancabile la tappa dalla Porta di Brandeburgo, luogo piÃ¹ rappresentativo della Germania. merita fare il tour guidato",joy,positive
"il parco Ã¨ immenso e racchiude tanti piccoli segreti.immerso nella cittÃ , circondato dei grattacieli eppure silenziosissimo.in autunno i colori sono eccezionali, tantissimi scoiattoli.da vedere il lago dedicato a Jakie Kennedy e Strawberry Fields dedicato a john lennon.favoloso",joy,positive
"E' veramente bello e tenuto bene, in alcuni punti non ti sembra neanche di essere nella caotica New York. Merita!",joy,positive
Consiglio assolutamente la visita all' interno. Ã un pugno nello stomaco. Ne esci a pezzi ma l'orrore non va dimenticato. L' ingresso Ã¨ gratuito,sadness,negative
"Tra i tanti luoghi da visitare in questa bellissima cittÃ , non puÃ² mancare Il Muro. E' possibile vederlo dall'edificio di fronte per farsi un'idea di quello che ha vissuto Berlino dal 60 al 90. ",joy,positive
"Bellissimo memoriale sul muro di Berlino, il sito Ã¨ in parte all'aperto e in parte al chiuso.E' stata ricreata una parte di striscia della morte cosÃ¬ come era durante la guerra fredda. All'interno filmati e audio dell'epoca fanno capire quanto sia stata dura per gli abitanti di Berlino vivere in quegli anni.",sadness,negative
"Giro completo di Central Park con Citi Bike elettriche e ritorno in hotel sempre in bike per la 5a strada saltando tutto il traffico natalizio, esperienza da provare",joy,positive
Una grande piazza riempita di blocchi di cemento di varie misure per commemorare gli ebrei assassinati... Forse c'era un modo migliore di farlo? Se voleva dare il senso di angoscia operazione riuscita ma di artistico non si vede niente,sadness,negative
Meraviglia. Tappa che non si puÃ² saltare!  Necessaria la guida per apprezzare fino in fondo tutte le opere d'arte (anche audio guida),joy,positive
Il migliore memoriale/museo del muro in cittÃ ! Suggestivo ed emozianante. Da dedicarci tre quarti di giornata. ,joy,positive
"Facendo conto che abito in questa cittÃ¡ Ã© abbastanza ovvio che almeno una volta abbia visto il duomo Di Milano. E ci Sono anche salita! Sono salita ormai 4 anni fa ma Ã© stato molto molto bello vedere il panorama. Stile molto antico chiamaramente ma sempre ""alla moda"".Consiglio! Esperienza fantastica! ",joy,positive
"E' la piÃ¹ grande chiesa d'Italia, simbolo di Milano, gioiello d'arte gotica.  Mastodontico e fantasmagorico, poderoso e meraviglioso. Edificato completamente in marmo, venne iniziato nel 1386 e completato nel 1813. Guglie, pinnacoli e contrafforti sono i segni distintivi di questo irripetibile capolavoro d'incomparabile bellezza. Orgoglio nazionale di cui vado fiero. Entusiasmante la visita esterna, inebriante quella interna, sublime la salita ai terrazzi.",joy,positive
Vedere questo parte di muro e pensare che non sono passati tanti anni da quando le persone cercavano di scavalcare fa pensare... poi vedere di persona il famoso dipinto del bacio Ã¨ unico,joy,positive
"Bellissimo parco all'interno di New York. Con sole e temperatura non troppo fredda si possono gustare delle ottime visioni passeggiando al suo interno. Troviamo il lago con le imbarcazioni a vela dove girarono il film del topolino e cosi altri incantevoli posti. Se avete poco tempo potete usare le bici ma ancora meglio la bici con carrozza. Prezzo 69$. ( noi abbiamo lasciato 80$ con mancia). Il tutto dura circa 1 ora con degli intervalli nei posti piu belli dove vi lasciano 10 min per scattare e/o ammirare il posto. La guida era italiana, ci sono 2 napoletani cercateli perchÃ© sono veramente simpatici e danno buoni consigli. Se invece avete tempo potete girare a piedi per tutto il parco. Viene consigliato di evitare di sera, ma in pieno giorno Ã¨  veramente tranquillo. Se andate di domenica il traffico Ã¨ chiuso e sarete piu tranquilli. Vicino ci sono il Metropolitan museum e il museo di storia naturale quello del famoso una notte al museo. Oltre il fatto che il parco costeggia la 5 ave",joy,positive
Ovviamente in una visita a Milano non puÃ² mancare il Duomo. Caratteristico sia di giorno che di sera. Interessante la visita soprattutto delle terrazze.,joy,positive
"Alla vista sempre splendido. Una chicca nel centro di Milano, non si puÃ² non ammirare con occhi che si perdono nella sua bellezza",joy,positive
"Di giorno e di sera questo per me Ã¨ lâangolo piÃ¹ bello di milano. Locali, ristoranti, o una semplice passeggiata ",joy,positive
"Chiesa del 500, posta in via Magenta  a ingresso gratuito gestita dai volontari del Touring Club.A giusta ragione viene definita la "" Cappella Sistina "" di Milano in quanto completamente affrescata con affreschi di scuola Leonardesca.La chiesa Ã¨ divisa in due parti, una era originariamente riservata ai fedeli e l'altra alle monache del monastero di clausura. Stupendo anche l'organo , anch'esso del 500.Il tutto restaurato molto bene.I volontari del touring sono presenti e disponibili per informazioni.Assolutamente da vedere se si Ã¨ a Milano.",joy,positive
Sapete dirmi quanto tempo occorre x visitare bene il Prado? Devo andarci mercoledÃ¬ e volevo un parere sul tempo espresso in ore da parte di qualcuno di voi. Grazie ,joy,positive
"Da vedere, passeggiare per il parco Ã¨ una esperienza unica oltre che rilassante. La parte Sud  Ã¨ ricca di statue e particolaritÃ  quella a Nord piÃ¹ classica e adatta a chi volesse semplicemente fare jogging. ",joy,positive
"zona sporca e rumorosa, con un naviglio in degrado e senza verde.Non si capisce cosa ci sia di attraente. A Milano Ã¨ una delle ultime opzioni come interesse possibile. Per fortuna piace a tanti cosÃ¬ si assembrano lÃ¬ e non da altri parti piÃ¹ belle...................................................................................................................................................................................................................",sadness,negative
"Quando ho visto central park la prima cosa che ho pensato Ã¨ stata:"" se abitassi qui...passerei gran parte del tempo libero qui"" un parco immenso pieno campi attrezzati per lo sport e le attivitÃ  all'aperto",joy,positive
"Dopo due giorni di EXPO (deludente) anzi(molto deludente) grazie a un amico di Milano sono arrivato in questa piccola chiesa, non avrei mai pensato di trovare li dietro un concentrato di capolavori di tal portata.un grazie enorme ai volontari che fanno in modo di fare fruire di questi capolavori . grazie ancora.",joy,positive
Se andate a Berlino non perdete tempo ed andate subito a visitare il memoriale. Ã da brividi!!  L'emozione che si prova Ã© fortissima e lascia un segno indelebile nell'anima.,joy,positive
Dopo molti anni ci sono tornato e con piÃ¹ calma ho potuto ammirare molti capolavori conservati al suo interno molto interessanti le opere uniche a mio avviso di Hieronymus Bosch oltre alla vasta produzione di Goja o di Velasquez assolutamente da non perdere!,joy,positive
Vederla comparire mentre si cammina lungo la via fa un effetto strano. Suscita un senso di tristezza ma allo stesso tempo di ammirazione per colui che l'ha progettata. Le stele con altezze via via piÃ¹ grandi sembra che ti inghiottiscano. Non puÃ² mancare una visita in questo memoriale. ,sadness,negative
"Parco stupendo,infinito,coinvolgente ad ogni angolo sembra di rivedere la scena di un film,i colori caldi di ottobre enfatizzavano ancora di piu il suo fascino.Fatelo in lungo e in largo non ve ne pentirete.",joy,positive
"Che dire...bellissimo! Vi consiglio di noleggiare le biciclette, Ã¨ molto piÃ¹ semplice visitare l'intero parco, Ã¨ veramente grande e credo che sia  impossibile vederlo tutto a piedi!",joy,positive
"Sicuramente ""l'attrazione""piÃ¹  bella di berlino,ogni parte vi lascerÃ  senza fiato la storia di una cittÃ  e dell suo essere cosmopolita racconta con di splendidi murales",joy,positive
"Avendo effettuato la prenotazione dal sito, siamo arrivati con 15 minuti di anticipo e siamo stati subito accolti e indirizzati ai controlli.L'ingresso Ã¨ stato veloce e senza problemi anche se eravamo un gruppo di 13 persone.La visita Ã¨ da non perdere, viene anche data, in modo gratuito, l'audio guida. Avevamo prenotato per le ore verso il tramonto per godere delle ultimi luci, del tramonto e della visione di Berlino che pian piano su illumina delle sue luci. E' stato veramente come avevamo immagino.",joy,positive
"potrebbe risultare un posto splendido se le vie non fossero cosÃ¬ strette, le piccole botteghe molto creative fanno dimenticare i disagi.",sadness,positive
Arrivi dalla stazione Cadorna in un pomeriggio di pioggia e vedi questa chiesa che da fuori non promette chissÃ  che..E poi entri...e ti colpisce in tutta la sua bellezza .Senti un groppo in gola che ti fa commuovere.. Ã¨ uno splendore ..Ci sono degli autentici capolavori del 1500. Splendidi!Vale assolutamente la pena di visitarla.ps bisognerebbe far pagare un biglietto d'entrata anche simbolico..Bravi i volontari del Touring,joy,positive
"La chiesa, solo in apparenza modesta, scopre le sue meraviglie all'interno. E' divisa in due settori. Il primo ospita l'altare, l'abside ed una navata. Il secondo settore il coro ligneo, davvero notevole e sulla volta e sulle pareti affreschi e decorazioni pittoriche straordinari.",joy,positive
Consiglio vivamente di approfittare di questa visita. Dalla cupola si vede l'intera cittÃ  e se potete andate verso il tramonto...Una luce magnifica donerÃ  momenti intensi sia all'interno della cupola sia osservando la cittÃ  dall'alto.,joy,positive
"Visto solo dal di fuori, non sono entrato nel museo sotterraneo. Da vedere per il significato e anche per la bellezza estetica del memoriale",joy,positive
Sempre spettacolare nella sua grandezza e magnificenza architettonica. Nel periodo delle festivitÃ  natalizie inoltre si arricchisce dei mercatini e di tutte le luci per renderlo ancora piÃ¹ unico. Peccato solo che non sia piÃ¹ una zona sicura dove passeggiare in totale tranquillitÃ ..,joy,positive
spettacolare passeggiare in questo parco che ha fatto da scenografia ad innumerevoli film. da un senso di pace e di evasione dalla frenesia della cittÃ ... ,sadness,positive
Posizione centrale e facilmente raggiungibile. Veramente un posto magnifico e da vedere atmosfera particolare,joy,positive
"E' emozionante entrare in questa piccola chiesa dellâex Monastero Maggiore delle monache di clausura di Milano e scoprire le sue bellezze. Dietro il Coro delle Monache, riservato alle sole religiose, Ã¨ possibile ammirare gli affreschi realizzati da Bernardino Luini e dalla sua scuola dal 1522 al 1529 e scoprire storie di santi (il martirio di San Maurizio e San Sigismondo che offre a San Maurizio il modello della chiesa), parabole, episodi della vita di Cristo (la Deposizione). E' un vero e proprio gioiello della pittura rinascimentale lombarda; il critico Vittorio Sgarbi l'ha definita âla Cappella Sistina di Milanoâ.",joy,positive
"il Duomo di Milano, che dire Ã¨ magnifico!!!Non finisce mai di stupire, piÃ¹ ci vai e ci sono sempre cose nuove da scoprire, visitatelo!!!",joy,positive
"Non ci sono parole per descricere quello che abbiamo visto e sentito nella traduzione Italiana, esperienza da fare assolutamente per sapere quello che e' successo a suo tempo.",joy,positive
"Una storia a colori. Una tappa obbligatoria per un turista, a mio parere. Ã un lungo muro, pieno di opere artistiche di vario tipo. Non tutte sono allâaltezza dal punto di vista artistico, perÃ² Ã¨ bello comunque a vedere una galleria a cielo aperto. Giustamente Ã¨ anche molto frequentata dai turisti, noi siamo stati di tardo pomeriggio, nonostante il flusso di turisti, si potevano fare delle fotografie. Ã facilmente raggiungibile con i mezzi pubblici.",joy,positive
"Luogo caratteristico di Milano, bellissime passeggiate per vedere la vecchia Milano. Edifici tipici della cittÃ , i canali, vecchi negozi, studi di pittori e artisti, bar e ristoranti. Luogo della movida serale soprattutto d'estate. Da visitare.",joy,positive
Si respira il dramma e la storia con le sue declinazioni negative. Un luogo della MEMORIA che non deve far dimenticare l'orrore che lo ha generato!!,sadness,negative
Una delle Chiese piÃ¹ belle e importanti d'Italia.Dentro Ã¨ spettacolare quanto fuori. Da visitare assolutamente.,joy,positive
"La Cappella Sistina...a Milano! Chiesa da vedere, visitare. I volontari del Touring Club -presenti al momento dela mia visita- sono preparatissimi e disponibili a tutte le spiegazioni richieste. Dipinti, colori, dettagli....nulla da invidiare ai capolavori romani, ci credereste? Beh, andatela a vedere!",joy,positive
"Lo spettacolo della natura non ha limiti... Impensabile , almeno da noi qui a Napoli, poter rispettare la natura in una cosi grande metropoli... Il verde Ã¨ cosi vicino alla cittÃ  eppure Ã¨ cosi rilassante, cosi pulito, cosi accogliente...INCREDIBILE...Dovete andarci.. Una volta nella vita almeno.. Ny Ã¨ DA vedere... Ã¨ quasi impossibile da descrivere!!!",joy,positive
"Questo parco Ã¨ un posto meraviglioso , una vera manna per gli abitanti newyorkesi dove puoi camminare , correre , andare in bici , in barca, giocare a pallone , prendere il sole , rilassarsi durante una pausa, far giocare e sbizzarrire  i bambini, stendere un plaid e toglierti le scarpe dopo una lunga giornata di lavoro , un luogo dove mangiare allâaria aperta e fare picnic sdraiati sullâerba in riva ai laghetti: una vera oasi paradisiaca che ti permette di immergerti nella natura , respirare a pieni polmoni e staccare la spina da questa stupenda ma frenetica cittÃ  !!! ",joy,positive
"Immenso, infinito, affascinante. Panorami mai visti. Il Central Park per chi va a NYC Ã¨ una meta obbligatoria. Tanto verde, tanta natura. L'unico posto a NY dove puoi trovare un po' di tranquillitÃ . Certo di notte non Ã¨ consigliabile.",sadness,positive
"Central Park Ã¨ l'immenso parco che sta al centro tra l'Upper east side, e l'Upper west side di New York city. Vedendolo dall'alto forma una lunga e larga striscia di verde dove sia a destra che a sinistra stanno i grattaceli della parte residenziale di Manhattan.Ã talmente grande che all'interno vi si trovano uno zoo, diversi laghetti artificiali, ben due piste di pattinaggio, una giostra, campi che vengono usati per varie discipline sportive, campi di baseball, tantissimi campetti gioco per i bambini, ecc... ma l'interesse maggiore Ã¨ il Park Drive che con i suoi quasi 10 km. di perimetro Ã¨ un paradiso per tutti i corridori, ciclisti,pattinatori o tutte le persone che semplicemente volessero fare una splendida lunga camminata.Io quando vado a NYC ( piÃ¹ spesso possibile!!!â¤ï¸ ) mi diverto un sacco a fare, camminando e correndo, tutto il giro del parco, partendo da Columbus Circle che Ã¨ all'altezza della 59th strada fino alla 110th strada dove si trova una piscina artificiale, e ritorno.Correre a central Park Ã¨ un'esperienza bellissima che consiglio a tutti di fare almeno una volta.Ogni estate organizzano degli spettacoli teatrali degni di nota, perfettamente gratuiti, previa coda il giorno precedente per assicurarsi un biglietto, e nota importante Ã¨ che i posti sono numerati e casuali, non si possono scegliere. Io una volta ho visto la rappresentazione della ""TEMPESTA "" di William  Shakespeare e fortunatissima seduta in seconda fila ( il caso)!!!Anche l'orchestra filarmonica di New York esegue un concerto in estate all'aperto all'interno di Central Park. Non mancano poi, mai,  performance gratuite di danze, musiche, concerti, presentazioni di film, sia di artisti molto famosi. che emergenti, e per i bambini, esibizioni di burattinai.Tanto sono grata della bellezza, liberamente e gratuitamente, accessibile, di Central Park,  che ho voluto contribuire con una piccola donazione fatta al Central Park Conservancy, per cui mi sento negli anni di aver contribuito magari a crescere uno dei 26.000 alberi che formano il meraviglioso parco !!!!",joy,positive
Un salto ai Navigli Ã¨ una tappa obbligatoria se si Ã¨ a Milano pieni di negozi bar e ristoranti. Una cosa da sottolineare e l'ottima pulizia che regna nei Navigli ,joy,positive
"Che spettacolo perdersi per poi innamorarsi di questo luogo... location di tanti cortometraggi... e poi capisci perchÃ©, un luogo magico nel cuore della grande mela",joy,positive
"Tanto anonima da fuori quanto ricca e avvolgente, per bellezza e opulenza, all'interno. Affreschi magnifici che avvolgono a 360 gradi, con l'accortezza fondamentale di non fermarsi alla prima sala per non perdersi la vera chicca di questo posto forse meno conosciuto di altri ma di valore emotivo assoluto ",joy,positive
A Milano non si finisce mai di scoprire luoghi interessanti. La chiesa di S.Maurizio Ã¨ sicuramente uno di questi.Dall' esterno non si pensa di trovare tante meraviglie.Essendo in zona Cenacolo Ã¨ sicuramente da non perdere.,joy,positive
"Un posto dove si puÃ² trascorrere un intera giornata, ho fatto sia colazione che aperitivo serale...bellissimo ",joy,positive
"Parco immenso. Lago, laghetti, uccelli fiori alberi e tanti prati. All'aria aperta nel centro di una metropoli!",joy,positive
la temperatura era ottima e si stava bene ma decisamente affollato. forse e meglio evitare il fine settimana,sadness,negative
Pensare ad un parco cosÃ¬ bello e cosÃ¬ grande in cittÃ  Ã© davvero un sogno.Abbiamo noleggiato una bicicletta per girare all'interno.il giro completo Ã¨ di quasi 10 km ma ne vale la pena. Ã d'obbligo la visita per chi va a NYC.,joy,positive
Tranquillo e fuori dalla confusione di Manhattan ... Perfetto per chi cerca un poâ di relax... Possibile da girare a piedi... in bici o anche carrozza con cavalli... ,sadness,positive
